service,distance,experience,is_peak_hour,rain_ratio,completion_time
Sửa chữa và bảo dưỡng điện dân dụng,11,0.9336731987555515,1,0.5,137
Sửa chữa và bảo dưỡng máy in,19,0.5217734310291811,1,0.5,142
Sửa chữa và bảo dưỡng hệ thống nước,10,1.90722316404128,0,0.5,137
Sửa chữa và bảo dưỡng điện thoại,34,5.959755416794456,0,0.0,120
Sửa chữa và bảo dưỡng quạt điện,32,5.738215065179239,0,0.0,95
Sửa chữa và bảo dưỡng TV,14,4.598872315625469,0,0.5,129
Sửa chữa và bảo dưỡng ô tô,2,3.968243517845967,0,0.5,184
Sửa chữa và bảo dưỡng điện thoại,19,23.535195698710524,0,0.5,74
Sửa chữa và bảo dưỡng điện dân dụng,6,0.6578011209415554,1,0.0,105
Sửa chữa và bảo dưỡng tủ lạnh,10,2.493661988422166,1,0.0,137
Sửa chữa và bảo dưỡng máy in,16,5.033259579423188,0,1.0,114
Sửa chữa và bảo dưỡng máy in,22,21.82190972898128,1,0.0,117
Sửa chữa và bảo dưỡng xe máy,12,6.474190905495114,0,1.0,112
Sửa chữa và bảo dưỡng máy lạnh,22,3.506910116114872,1,0.5,220
Sửa chữa và bảo dưỡng điện dân dụng,11,4.961461464408966,0,1.0,106
Sửa chữa và bảo dưỡng lò vi sóng,19,15.330503458909607,0,0.5,87
Sửa chữa và bảo dưỡng điện thoại,16,6.992895642563298,0,1.0,85
Sửa chữa và bảo dưỡng lò vi sóng,18,3.1433660915582364,0,1.0,121
Sửa chữa và bảo dưỡng máy lạnh,16,2.667849315635024,0,1.0,193
Sửa chữa và bảo dưỡng máy giặt,35,0.8865523187728707,1,0.0,210
Sửa chữa và bảo dưỡng quạt điện,6,18.29682974468016,0,0.5,23
Sửa chữa và bảo dưỡng máy giặt,2,5.345641558386438,1,0.0,100
Sửa chữa và bảo dưỡng hệ thống nước,9,3.164113372622541,0,0.5,126
Sửa chữa và bảo dưỡng TV,32,0.2840971047607117,0,0.0,178
Sửa chữa và bảo dưỡng điện thoại,4,1.98247132557878,1,1.0,86
Sửa chữa và bảo dưỡng tủ lạnh,22,21.99999367214539,0,0.5,138
Sửa chữa và bảo dưỡng máy in,24,5.137036156804316,0,0.5,129
Sửa chữa và bảo dưỡng máy lạnh,13,5.539880616220684,0,0.5,150
Sửa chữa và bảo dưỡng máy tính,7,4.2666329485539,0,1.0,84
Sửa chữa và bảo dưỡng laptop,21,0.3780191599010214,0,0.5,150
Sửa chữa và bảo dưỡng máy in,7,2.6968183437523447,1,0.0,102
Sửa chữa và bảo dưỡng điện dân dụng,10,6.32810654913693,1,0.0,100
Sửa chữa và bảo dưỡng lò vi sóng,14,16.26839224902326,0,0.0,79
Sửa chữa và bảo dưỡng xe máy,28,2.675210093775287,0,1.0,146
Sửa chữa và bảo dưỡng nồi cơm điện,44,2.9087594067263844,0,1.0,151
Sửa chữa và bảo dưỡng máy in,41,0.4846186798418522,0,1.0,164
Sửa chữa và bảo dưỡng máy lạnh,40,22.84629100694997,0,0.0,180
Sửa chữa và bảo dưỡng nồi cơm điện,35,8.598579960250527,0,1.0,114
Sửa chữa và bảo dưỡng điện thoại,1,4.115726105525394,0,1.0,68
Sửa chữa và bảo dưỡng tủ lạnh,20,1.5111774390807642,0,0.0,139
Sửa chữa và bảo dưỡng điện thoại,15,29.087638066434103,1,0.5,81
Sửa chữa và bảo dưỡng ô tô,10,23.91857229146717,0,0.0,192
Sửa chữa và bảo dưỡng laptop,16,13.72336293286583,1,0.5,120
Sửa chữa và bảo dưỡng laptop,8,8.884013016618672,0,0.5,76
Sửa chữa và bảo dưỡng nồi cơm điện,22,6.639382213320387,1,0.5,107
Sửa chữa và bảo dưỡng hệ thống nước,38,17.281804484610085,1,0.5,162
Sửa chữa và bảo dưỡng tủ lạnh,11,2.608887578246716,1,1.0,139
Sửa chữa và bảo dưỡng máy lạnh,5,5.501060052889317,1,0.0,131
Sửa chữa và bảo dưỡng ô tô,18,19.39603665173181,0,0.0,215
Sửa chữa và bảo dưỡng ô tô,18,22.90408054991496,1,1.0,217
Sửa chữa và bảo dưỡng quạt điện,37,2.910268295226372,0,0.0,115
Sửa chữa và bảo dưỡng máy in,22,14.913400898648169,0,1.0,109
Sửa chữa và bảo dưỡng ô tô,12,7.054416659595345,1,1.0,223
Sửa chữa và bảo dưỡng lò vi sóng,28,7.731515424544764,0,0.5,148
Sửa chữa và bảo dưỡng tủ lạnh,27,14.02025938136032,0,0.5,146
Sửa chữa và bảo dưỡng máy tính,1,10.068465181289206,0,0.0,25
Sửa chữa và bảo dưỡng máy lạnh,5,7.928109297958862,0,1.0,147
Sửa chữa và bảo dưỡng máy giặt,6,22.80910344836451,1,1.0,114
Sửa chữa và bảo dưỡng tủ lạnh,12,18.756563393006253,0,0.0,111
Sửa chữa và bảo dưỡng tủ lạnh,43,6.446557680657537,0,0.0,191
Sửa chữa và bảo dưỡng điện dân dụng,4,0.802538284555076,0,0.5,106
Sửa chữa và bảo dưỡng điện thoại,7,1.6665351182172066,1,1.0,95
Sửa chữa và bảo dưỡng nồi cơm điện,7,12.32052721724735,1,0.5,54
Sửa chữa và bảo dưỡng máy lạnh,10,6.335793612312556,0,0.0,139
Sửa chữa và bảo dưỡng lò vi sóng,9,7.459964350322529,0,0.5,90
Sửa chữa và bảo dưỡng ô tô,3,15.970553921027827,1,0.5,176
Sửa chữa và bảo dưỡng ô tô,9,0.5721533074013984,1,0.0,208
Sửa chữa và bảo dưỡng quạt điện,40,12.20931134873149,1,0.0,113
Sửa chữa và bảo dưỡng điện dân dụng,4,6.7953920653600886,1,0.5,111
Sửa chữa và bảo dưỡng hệ thống nước,2,2.967556585582771,1,0.5,140
Sửa chữa và bảo dưỡng hệ thống nước,26,19.652652573309528,0,1.0,129
Sửa chữa và bảo dưỡng xe máy,4,1.5205891215571157,1,1.0,119
Sửa chữa và bảo dưỡng điện dân dụng,17,28.14504433825813,0,0.0,97
Sửa chữa và bảo dưỡng tủ lạnh,12,27.91948877371431,1,1.0,131
Sửa chữa và bảo dưỡng lò vi sóng,16,2.0543197680266707,1,0.5,124
Sửa chữa và bảo dưỡng TV,30,0.1772866971334694,0,1.0,195
Sửa chữa và bảo dưỡng máy giặt,4,1.0300715720934257,1,0.5,135
Sửa chữa và bảo dưỡng máy tính,21,27.02536545774354,0,0.0,82
Sửa chữa và bảo dưỡng điện thoại,5,7.163541776453085,1,0.5,68
Sửa chữa và bảo dưỡng điện dân dụng,16,28.43474640203547,0,0.5,96
Sửa chữa và bảo dưỡng TV,45,0.7677842762043645,0,0.5,208
Sửa chữa và bảo dưỡng tủ lạnh,12,24.775220531010984,0,0.5,118
Sửa chữa và bảo dưỡng lò vi sóng,7,3.7378839075250343,1,0.5,100
Sửa chữa và bảo dưỡng laptop,2,7.663071153332992,0,1.0,94
Sửa chữa và bảo dưỡng điện thoại,25,0.8534534376219061,1,0.0,124
Sửa chữa và bảo dưỡng lò vi sóng,6,2.576564457448137,0,0.0,96
Sửa chữa và bảo dưỡng máy in,20,2.6730870558337565,0,0.0,128
Sửa chữa và bảo dưỡng máy lạnh,18,1.4882905567075626,0,0.5,178
Sửa chữa và bảo dưỡng laptop,2,0.3331161137695539,1,0.5,127
Sửa chữa và bảo dưỡng nồi cơm điện,10,7.322837323034678,0,0.5,56
Sửa chữa và bảo dưỡng máy in,11,16.385289694925802,0,1.0,82
Sửa chữa và bảo dưỡng TV,8,29.221573447345165,1,0.0,97
Sửa chữa và bảo dưỡng hệ thống nước,32,7.736467206399764,0,0.5,176
Sửa chữa và bảo dưỡng nồi cơm điện,27,6.893848187957632,0,0.5,99
Sửa chữa và bảo dưỡng xe máy,27,18.130146331630115,0,0.5,117
Sửa chữa và bảo dưỡng lò vi sóng,9,2.104913562045771,1,0.0,116
Sửa chữa và bảo dưỡng laptop,21,5.905462515895342,0,0.0,126
Sửa chữa và bảo dưỡng laptop,44,7.607668072190936,0,1.0,174
Sửa chữa và bảo dưỡng laptop,32,2.806665357597552,1,0.5,165
Sửa chữa và bảo dưỡng nồi cơm điện,3,26.44693334723657,0,1.0,43
Sửa chữa và bảo dưỡng nồi cơm điện,2,7.732056725110267,0,0.5,49
Sửa chữa và bảo dưỡng TV,4,8.022093303914897,0,0.0,81
Sửa chữa và bảo dưỡng laptop,6,0.8506380735774444,1,0.0,125
Sửa chữa và bảo dưỡng máy tính,2,5.688185110642877,0,0.0,64
Sửa chữa và bảo dưỡng quạt điện,22,2.8255424822653428,0,1.0,91
Sửa chữa và bảo dưỡng TV,15,4.369142336659387,0,0.0,113
Sửa chữa và bảo dưỡng xe máy,2,29.69001988428544,1,1.0,78
Sửa chữa và bảo dưỡng máy in,3,7.284413054169295,0,0.5,79
Sửa chữa và bảo dưỡng lò vi sóng,6,1.6584912971599088,0,0.5,101
Sửa chữa và bảo dưỡng xe máy,11,27.041881481379143,0,0.0,70
Sửa chữa và bảo dưỡng máy tính,27,13.982004702068952,0,1.0,113
Sửa chữa và bảo dưỡng quạt điện,20,0.5148376438469269,0,1.0,108
Sửa chữa và bảo dưỡng máy in,29,13.254132633396305,0,0.5,111
Sửa chữa và bảo dưỡng máy giặt,19,0.9812933282933756,1,1.0,191
Sửa chữa và bảo dưỡng xe máy,7,8.179931553839037,1,1.0,97
Sửa chữa và bảo dưỡng nồi cơm điện,8,19.738385270138277,0,1.0,60
Sửa chữa và bảo dưỡng TV,19,19.48399212611342,0,1.0,112
Sửa chữa và bảo dưỡng xe máy,23,0.7927228856250004,0,0.5,133
Sửa chữa và bảo dưỡng ô tô,32,0.7411426566293128,1,1.0,289
Sửa chữa và bảo dưỡng xe máy,15,1.5575194395031688,1,1.0,131
Sửa chữa và bảo dưỡng ô tô,17,2.10993924440333,1,1.0,246
Sửa chữa và bảo dưỡng lò vi sóng,35,0.6422382643688044,0,1.0,162
Sửa chữa và bảo dưỡng TV,25,18.788917224509397,0,0.0,124
Sửa chữa và bảo dưỡng quạt điện,21,2.893774829302805,0,0.5,94
Sửa chữa và bảo dưỡng máy tính,17,3.7921474740260335,0,0.0,99
Sửa chữa và bảo dưỡng điện dân dụng,43,0.8872208282344277,0,0.5,193
Sửa chữa và bảo dưỡng điện thoại,14,24.521416066411728,0,0.5,57
Sửa chữa và bảo dưỡng tủ lạnh,26,4.9219917097469805,0,0.5,161
Sửa chữa và bảo dưỡng quạt điện,11,1.9597658312050088,1,0.0,70
Sửa chữa và bảo dưỡng máy in,13,0.7531135514292331,0,0.0,108
Sửa chữa và bảo dưỡng máy lạnh,1,1.7169236143670423,1,0.5,160
Sửa chữa và bảo dưỡng nồi cơm điện,32,20.814070261378383,0,1.0,97
Sửa chữa và bảo dưỡng nồi cơm điện,14,1.6176074632187794,1,0.5,96
Sửa chữa và bảo dưỡng nồi cơm điện,11,20.18268634625872,0,0.5,51
Sửa chữa và bảo dưỡng nồi cơm điện,8,8.508201611526353,1,0.0,46
Sửa chữa và bảo dưỡng điện dân dụng,10,2.178337252183307,0,0.0,101
Sửa chữa và bảo dưỡng máy giặt,19,24.736682572273654,0,1.0,149
Sửa chữa và bảo dưỡng máy in,4,10.972807029184828,0,0.0,61
Sửa chữa và bảo dưỡng quạt điện,15,5.361480879597228,0,0.5,65
Sửa chữa và bảo dưỡng điện dân dụng,7,1.9460381482251563,0,0.5,113
Sửa chữa và bảo dưỡng quạt điện,45,2.0374123914714435,1,1.0,147
Sửa chữa và bảo dưỡng tủ lạnh,2,15.607920974987142,1,0.0,86
Sửa chữa và bảo dưỡng tủ lạnh,15,0.0948064669805512,0,0.5,163
Sửa chữa và bảo dưỡng điện dân dụng,25,3.829901236522142,0,1.0,161
Sửa chữa và bảo dưỡng máy giặt,37,1.4209942708565646,0,1.0,213
Sửa chữa và bảo dưỡng ô tô,5,5.593390085974313,0,0.0,203
Sửa chữa và bảo dưỡng TV,25,2.706885866221268,1,1.0,180
Sửa chữa và bảo dưỡng laptop,46,1.3707287462538569,1,1.0,202
Sửa chữa và bảo dưỡng điện thoại,6,28.35575383571324,0,0.0,42
Sửa chữa và bảo dưỡng máy in,21,2.667022201305292,1,0.5,132
Sửa chữa và bảo dưỡng máy giặt,14,17.973031165046383,0,1.0,106
Sửa chữa và bảo dưỡng điện dân dụng,3,2.754721506856661,0,0.0,83
Sửa chữa và bảo dưỡng máy tính,7,1.8752836756841595,0,0.0,79
Sửa chữa và bảo dưỡng laptop,7,2.667475562799467,1,0.5,129
Sửa chữa và bảo dưỡng máy giặt,46,2.5168344383114736,0,0.5,235
Sửa chữa và bảo dưỡng điện thoại,48,1.442111954009889,1,0.5,174
Sửa chữa và bảo dưỡng máy giặt,6,26.49529728838381,1,0.5,113
Sửa chữa và bảo dưỡng hệ thống nước,4,11.802932279047337,0,1.0,112
Sửa chữa và bảo dưỡng xe máy,31,3.06225845723905,1,0.5,158
Sửa chữa và bảo dưỡng hệ thống nước,22,0.0463353226664257,0,0.0,155
Sửa chữa và bảo dưỡng tủ lạnh,27,6.91346274846269,0,0.0,169
Sửa chữa và bảo dưỡng máy in,16,6.693379924156268,0,0.0,98
Sửa chữa và bảo dưỡng nồi cơm điện,19,6.250692059860453,0,1.0,93
Sửa chữa và bảo dưỡng máy lạnh,17,21.1688710776484,0,0.5,155
Sửa chữa và bảo dưỡng máy tính,21,4.602552665659005,1,0.5,121
Sửa chữa và bảo dưỡng hệ thống nước,3,3.545922434841688,0,0.0,92
Sửa chữa và bảo dưỡng TV,1,2.85924693666715,0,0.5,88
Sửa chữa và bảo dưỡng máy in,8,3.5584432222294424,1,0.5,95
Sửa chữa và bảo dưỡng nồi cơm điện,14,1.0900092935625487,1,1.0,99
Sửa chữa và bảo dưỡng ô tô,3,15.62298227949833,0,0.0,153
Sửa chữa và bảo dưỡng nồi cơm điện,43,1.5668022968454551,1,0.0,147
Sửa chữa và bảo dưỡng máy lạnh,10,2.73339843237137,1,0.0,160
Sửa chữa và bảo dưỡng điện thoại,33,14.3890104820547,0,0.0,101
Sửa chữa và bảo dưỡng máy lạnh,5,4.134287695229069,0,1.0,170
Sửa chữa và bảo dưỡng hệ thống nước,6,5.500800510415655,0,1.0,104
Sửa chữa và bảo dưỡng máy tính,9,6.617200409948229,1,1.0,91
Sửa chữa và bảo dưỡng laptop,14,15.087908344831796,1,0.5,106
Sửa chữa và bảo dưỡng điện thoại,3,20.03060230212093,1,0.5,56
Sửa chữa và bảo dưỡng điện thoại,25,4.4465460697676695,0,1.0,119
Sửa chữa và bảo dưỡng tủ lạnh,17,1.7232827917718287,1,1.0,167
Sửa chữa và bảo dưỡng điện dân dụng,11,2.671451872046592,0,0.0,109
Sửa chữa và bảo dưỡng hệ thống nước,12,0.0169158705011627,0,0.5,153
Sửa chữa và bảo dưỡng tủ lạnh,8,0.5576995572504881,0,0.0,126
Sửa chữa và bảo dưỡng máy giặt,30,16.738668539346392,0,1.0,149
Sửa chữa và bảo dưỡng máy in,26,27.80665581805089,0,0.5,101
Sửa chữa và bảo dưỡng ô tô,3,2.4330433130548825,1,0.0,198
Sửa chữa và bảo dưỡng nồi cơm điện,33,4.326068028984516,0,0.0,100
Sửa chữa và bảo dưỡng điện thoại,5,22.35945392026249,0,0.0,46
Sửa chữa và bảo dưỡng máy giặt,2,0.9499414140772792,0,1.0,226
Sửa chữa và bảo dưỡng máy lạnh,9,6.932409164245705,0,0.5,164
Sửa chữa và bảo dưỡng xe máy,22,2.2075624188027496,1,1.0,354
Sửa chữa và bảo dưỡng quạt điện,35,2.0445210688304143,1,0.0,114
Sửa chữa và bảo dưỡng ô tô,4,4.177618528070853,1,1.0,221
Sửa chữa và bảo dưỡng lò vi sóng,10,15.258846268868112,1,0.0,76
Sửa chữa và bảo dưỡng nồi cơm điện,12,3.962529665731688,1,0.5,80
Sửa chữa và bảo dưỡng laptop,28,5.047790584249362,1,1.0,163
Sửa chữa và bảo dưỡng máy giặt,12,6.33426463397008,0,1.0,139
Sửa chữa và bảo dưỡng nồi cơm điện,8,20.01931179829632,1,1.0,68
Sửa chữa và bảo dưỡng nồi cơm điện,9,19.176772008685244,0,0.5,50
Sửa chữa và bảo dưỡng máy lạnh,5,0.8048635526664977,0,0.5,182
Sửa chữa và bảo dưỡng điện thoại,29,0.7497709829192791,1,0.5,140
Sửa chữa và bảo dưỡng xe máy,19,3.865036851086804,1,1.0,141
Sửa chữa và bảo dưỡng xe máy,24,2.0726281800478894,0,0.0,117
Sửa chữa và bảo dưỡng xe máy,6,3.668928866052952,0,1.0,95
Sửa chữa và bảo dưỡng TV,8,1.4289158060845863,0,0.5,133
Sửa chữa và bảo dưỡng xe máy,25,0.2580116932041868,0,0.5,136
Sửa chữa và bảo dưỡng hệ thống nước,43,22.264212468900983,0,0.0,160
Sửa chữa và bảo dưỡng nồi cơm điện,11,10.252387322754725,1,1.0,59
Sửa chữa và bảo dưỡng quạt điện,40,1.9129598516456936,1,1.0,141
Sửa chữa và bảo dưỡng máy lạnh,6,14.528202702542329,1,1.0,146
Sửa chữa và bảo dưỡng ô tô,26,0.5278839559829569,0,0.5,260
Sửa chữa và bảo dưỡng lò vi sóng,8,2.4264722312700107,0,0.5,95
Sửa chữa và bảo dưỡng máy tính,2,0.9190412790557406,1,1.0,106
Sửa chữa và bảo dưỡng ô tô,11,2.441727320354428,1,0.0,214
Sửa chữa và bảo dưỡng TV,3,7.006841584203648,0,0.0,95
Sửa chữa và bảo dưỡng TV,30,6.436477236421525,0,1.0,168
Sửa chữa và bảo dưỡng điện thoại,14,1.4592802181165232,1,0.5,113
Sửa chữa và bảo dưỡng xe máy,7,17.95336942365165,0,1.0,87
Sửa chữa và bảo dưỡng máy giặt,36,0.443031713515727,1,0.5,212
Sửa chữa và bảo dưỡng ô tô,7,1.228338493534721,1,0.0,185
Sửa chữa và bảo dưỡng điện thoại,41,1.0828608999335154,1,0.0,148
Sửa chữa và bảo dưỡng xe máy,14,0.219356185541219,0,0.5,127
Sửa chữa và bảo dưỡng laptop,11,0.3411104961999952,0,1.0,138
Sửa chữa và bảo dưỡng xe máy,13,16.157414763921786,0,0.0,77
Sửa chữa và bảo dưỡng máy giặt,6,6.266651896217696,0,1.0,122
Sửa chữa và bảo dưỡng điện thoại,14,2.2054833670402663,0,0.0,85
Sửa chữa và bảo dưỡng laptop,20,3.994243828039905,0,0.5,111
Sửa chữa và bảo dưỡng nồi cơm điện,10,14.742500393874431,0,1.0,48
Sửa chữa và bảo dưỡng tủ lạnh,19,7.218429206301302,1,0.0,137
Sửa chữa và bảo dưỡng máy giặt,10,10.594988071449288,0,0.5,129
Sửa chữa và bảo dưỡng máy lạnh,36,5.2576442796959295,0,0.0,197
Sửa chữa và bảo dưỡng TV,6,4.746955885115202,1,1.0,134
Sửa chữa và bảo dưỡng laptop,2,28.268326801822045,0,1.0,83
Sửa chữa và bảo dưỡng xe máy,39,13.978156829172985,0,0.5,148
Sửa chữa và bảo dưỡng hệ thống nước,19,3.8916770571798938,0,0.0,136
Sửa chữa và bảo dưỡng máy lạnh,28,28.549580176231977,0,1.0,192
Sửa chữa và bảo dưỡng máy giặt,11,5.960985833126446,0,1.0,154
Sửa chữa và bảo dưỡng tủ lạnh,15,2.075847056965701,1,1.0,168
Sửa chữa và bảo dưỡng tủ lạnh,19,3.4052187190472587,0,0.5,134
Sửa chữa và bảo dưỡng lò vi sóng,45,7.824105898950305,0,0.5,176
Sửa chữa và bảo dưỡng tủ lạnh,22,3.652525382970545,0,0.0,147
Sửa chữa và bảo dưỡng tủ lạnh,14,6.575174928832947,0,0.5,140
Sửa chữa và bảo dưỡng điện thoại,11,11.945935877063471,0,0.0,50
Sửa chữa và bảo dưỡng điện thoại,28,1.98223415598172,1,1.0,145
Sửa chữa và bảo dưỡng ô tô,15,5.104599197007408,0,0.0,162
Sửa chữa và bảo dưỡng lò vi sóng,7,23.74602413426591,0,0.5,70
Sửa chữa và bảo dưỡng ô tô,4,7.226550315586912,0,0.5,203
Sửa chữa và bảo dưỡng hệ thống nước,27,21.79329954774728,0,0.5,140
Sửa chữa và bảo dưỡng điện thoại,12,11.075104036015162,1,0.5,75
Sửa chữa và bảo dưỡng laptop,24,0.1592640520588966,0,1.0,150
Sửa chữa và bảo dưỡng nồi cơm điện,8,0.2580784616606105,0,1.0,80
Sửa chữa và bảo dưỡng tủ lạnh,18,20.88892537672573,1,0.0,127
Sửa chữa và bảo dưỡng lò vi sóng,20,14.422821655008292,0,0.0,89
Sửa chữa và bảo dưỡng hệ thống nước,1,27.63599426875293,0,0.5,77
