service,distance,experience,hour,is_peak_hour,rain_ratio,completion_time
Sửa chữa và bảo dưỡng tủ lạnh,26,14.998857062927025,22,0,1.0,155
Sửa chữa và bảo dưỡng nồi cơm điện,23,14.61702270065671,9,1,0.5,89
Sửa chữa và bảo dưỡng máy in,22,2.8957245267346003,1,0,0.0,126
Sửa chữa và bảo dưỡng tủ lạnh,16,7.3657776458242346,11,0,0.0,135
Sửa chữa và bảo dưỡng máy in,12,6.072671645140272,9,1,0.0,102
Sửa chữa và bảo dưỡng TV,6,7.490866520431454,16,1,0.5,131
Sửa chữa và bảo dưỡng laptop,5,6.327634827181705,3,0,0.0,83
Sửa chữa và bảo dưỡng ô tô,36,8.872028679373615,2,0,1.0,240
Sửa chữa và bảo dưỡng xe máy,9,1.998644220439251,23,0,1.0,120
Sửa chữa và bảo dưỡng laptop,25,24.345780131637884,0,0,1.0,121
Sửa chữa và bảo dưỡng tủ lạnh,17,15.388326208705703,1,0,1.0,127
Sửa chữa và bảo dưỡng máy lạnh,28,6.264711926110275,2,0,1.0,206
Sửa chữa và bảo dưỡng máy tính,4,0.002547328865154408,8,1,0.0,83
Sửa chữa và bảo dưỡng điện thoại,10,1.6503201902074918,14,1,0.0,84
Sửa chữa và bảo dưỡng laptop,5,2.5157632745971537,9,1,0.5,108
Sửa chữa và bảo dưỡng máy in,14,20.282634861570326,15,1,1.0,102
Sửa chữa và bảo dưỡng máy tính,10,0.5424759934571216,19,1,0.0,111
Sửa chữa và bảo dưỡng lò vi sóng,18,27.82815975070365,12,0,0.0,83
Sửa chữa và bảo dưỡng hệ thống nước,29,3.2724210028447334,23,0,0.5,174
Sửa chữa và bảo dưỡng quạt điện,24,2.493466963668036,22,0,0.5,105
Sửa chữa và bảo dưỡng hệ thống nước,8,25.775080585859758,8,1,1.0,142
Sửa chữa và bảo dưỡng TV,43,5.660102377081111,14,1,0.5,198
Sửa chữa và bảo dưỡng ô tô,30,0.453720888323736,20,0,1.0,246
Sửa chữa và bảo dưỡng quạt điện,17,3.7251691245379837,10,0,0.5,72
Sửa chữa và bảo dưỡng máy in,22,2.7064165940819556,5,0,0.5,127
Sửa chữa và bảo dưỡng điện dân dụng,34,5.0906044593743704,21,0,1.0,157
Sửa chữa và bảo dưỡng nồi cơm điện,17,26.118186622299067,8,1,0.0,66
Sửa chữa và bảo dưỡng máy in,16,0.13543998679429248,4,0,1.0,123
Sửa chữa và bảo dưỡng laptop,22,7.596572540057046,20,0,0.0,122
Sửa chữa và bảo dưỡng nồi cơm điện,1,5.557338471730529,16,1,0.0,48
Sửa chữa và bảo dưỡng máy in,22,6.475328030310275,3,0,0.0,107
Sửa chữa và bảo dưỡng điện dân dụng,6,24.714236117473085,11,0,0.0,72
Sửa chữa và bảo dưỡng điện thoại,2,7.644887982434504,13,0,0.5,57
Sửa chữa và bảo dưỡng máy giặt,39,0.9375888627850884,19,1,0.0,217
Sửa chữa và bảo dưỡng điện dân dụng,19,14.554686228809711,14,1,0.5,130
Sửa chữa và bảo dưỡng máy in,1,1.2311351261668797,3,0,0.5,83
Sửa chữa và bảo dưỡng máy lạnh,15,7.598130356112166,18,1,1.0,201
Sửa chữa và bảo dưỡng điện dân dụng,11,12.61414216048325,9,1,0.0,89
Sửa chữa và bảo dưỡng điện thoại,10,1.3268092293079476,22,0,0.0,79
Sửa chữa và bảo dưỡng ô tô,27,6.330761979137039,21,0,1.0,261
Sửa chữa và bảo dưỡng ô tô,12,0.14852840659250222,22,0,0.5,393
Sửa chữa và bảo dưỡng TV,23,0.930880257860322,16,1,1.0,175
Sửa chữa và bảo dưỡng quạt điện,10,27.108681072890832,0,0,0.0,32
Sửa chữa và bảo dưỡng điện thoại,31,4.923171290115824,8,1,0.5,127
Sửa chữa và bảo dưỡng quạt điện,34,16.87986800327808,10,0,0.0,89
Sửa chữa và bảo dưỡng điện dân dụng,30,0.8442415843706725,11,0,0.5,173
Sửa chữa và bảo dưỡng laptop,11,2.307727137526369,23,0,1.0,114
Sửa chữa và bảo dưỡng quạt điện,37,1.7243287370168123,2,0,0.5,114
Sửa chữa và bảo dưỡng laptop,38,9.893538924905732,3,0,1.0,171
Sửa chữa và bảo dưỡng tủ lạnh,18,0.8882313526426845,16,1,1.0,188
Sửa chữa và bảo dưỡng máy in,25,0.09572962709242216,22,0,0.5,136
Sửa chữa và bảo dưỡng TV,22,29.644773082332783,1,0,0.5,139
Sửa chữa và bảo dưỡng hệ thống nước,15,6.006671155889905,2,0,0.0,134
Sửa chữa và bảo dưỡng máy giặt,17,0.7227966170367641,18,1,0.5,193
Sửa chữa và bảo dưỡng TV,27,28.27460235385212,5,0,1.0,139
Sửa chữa và bảo dưỡng laptop,6,27.669585766675134,2,0,1.0,92
Sửa chữa và bảo dưỡng máy lạnh,37,0.9697544280017734,5,0,1.0,255
Sửa chữa và bảo dưỡng ô tô,1,2.195459474655724,4,0,0.5,221
Sửa chữa và bảo dưỡng laptop,5,3.8356535568868875,2,0,0.0,81
Sửa chữa và bảo dưỡng máy lạnh,6,2.349840429997003,3,0,0.0,158
Sửa chữa và bảo dưỡng hệ thống nước,14,6.69049688653888,19,1,0.5,132
Sửa chữa và bảo dưỡng hệ thống nước,27,1.8122785967444939,23,0,0.5,172
Sửa chữa và bảo dưỡng điện dân dụng,13,8.042331891427416,14,1,1.0,121
Sửa chữa và bảo dưỡng điện thoại,19,9.000091219714857,16,1,1.0,100
Sửa chữa và bảo dưỡng nồi cơm điện,7,1.3954059055667019,11,0,1.0,76
Sửa chữa và bảo dưỡng quạt điện,10,6.158540966963772,23,0,1.0,69
Sửa chữa và bảo dưỡng điện dân dụng,5,23.24946628423615,2,0,0.5,75
Sửa chữa và bảo dưỡng máy tính,12,6.130575744478158,14,1,1.0,100
Sửa chữa và bảo dưỡng máy giặt,4,2.2837582577796995,20,0,0.5,141
Sửa chữa và bảo dưỡng TV,18,16.862239087839455,10,0,0.5,122
Sửa chữa và bảo dưỡng nồi cơm điện,28,4.259058865903046,12,0,0.5,110
Sửa chữa và bảo dưỡng xe máy,26,1.8093905367860075,0,0,0.0,127
Sửa chữa và bảo dưỡng ô tô,10,4.50013570796376,16,1,0.5,205
Sửa chữa và bảo dưỡng laptop,20,2.137084245124878,19,1,1.0,131
Sửa chữa và bảo dưỡng điện dân dụng,1,3.900706620428833,10,0,1.0,86
Sửa chữa và bảo dưỡng nồi cơm điện,1,15.456540847715857,8,1,0.0,33
Sửa chữa và bảo dưỡng máy tính,43,2.9656378065380125,17,1,1.0,182
Sửa chữa và bảo dưỡng xe máy,36,26.770811922539757,20,0,0.5,140
Sửa chữa và bảo dưỡng điện thoại,8,2.9078107572855685,3,0,0.5,71
Sửa chữa và bảo dưỡng lò vi sóng,24,2.0129794410857853,1,0,1.0,142
Sửa chữa và bảo dưỡng nồi cơm điện,4,2.8575929157239828,19,1,0.0,62
Sửa chữa và bảo dưỡng quạt điện,28,6.480712969164677,2,0,0.5,84
Sửa chữa và bảo dưỡng lò vi sóng,24,10.327905648792903,18,1,1.0,121
Sửa chữa và bảo dưỡng máy tính,44,25.132468462980313,5,0,0.0,131
Sửa chữa và bảo dưỡng xe máy,23,5.0561926921320355,16,1,1.0,157
Sửa chữa và bảo dưỡng nồi cơm điện,19,11.61289247395711,1,0,0.0,66
Sửa chữa và bảo dưỡng ô tô,44,5.122131307632312,9,1,0.0,258
Sửa chữa và bảo dưỡng máy lạnh,44,0.40480002888094335,17,1,1.0,258
Sửa chữa và bảo dưỡng nồi cơm điện,8,20.01931179829632,19,1,1.0,68
Sửa chữa và bảo dưỡng máy in,34,0.5636925598332052,14,1,0.0,169
Sửa chữa và bảo dưỡng tủ lạnh,38,2.2284112369658957,21,0,0.5,204
Sửa chữa và bảo dưỡng điện thoại,3,4.937748191684291,18,1,0.0,55
Sửa chữa và bảo dưỡng xe máy,27,5.117376093756775,20,0,0.5,123
Sửa chữa và bảo dưỡng TV,3,6.516545134212637,23,0,0.0,85
Sửa chữa và bảo dưỡng xe máy,8,2.415442734467105,1,0,0.5,100
Sửa chữa và bảo dưỡng lò vi sóng,15,1.875210874131748,11,0,0.5,118
Sửa chữa và bảo dưỡng máy lạnh,4,0.8500205726200515,20,0,0.5,163
Sửa chữa và bảo dưỡng laptop,34,5.571526034054972,11,0,0.0,146
Sửa chữa và bảo dưỡng xe máy,19,21.58942354405085,23,0,0.0,98
Sửa chữa và bảo dưỡng quạt điện,3,28.980687624383396,7,1,0.5,38
Sửa chữa và bảo dưỡng ô tô,39,4.229494553400827,13,0,0.0,268
Sửa chữa và bảo dưỡng máy giặt,21,11.990975253728742,20,0,1.0,167
Sửa chữa và bảo dưỡng quạt điện,27,3.874102289312108,2,0,0.5,91
Sửa chữa và bảo dưỡng máy giặt,8,7.485251092732322,17,1,0.5,138
Sửa chữa và bảo dưỡng hệ thống nước,10,7.95969657312409,19,1,0.0,140
Sửa chữa và bảo dưỡng laptop,27,1.8335727440120357,0,0,1.0,139
Sửa chữa và bảo dưỡng ô tô,10,14.1654541497398,19,1,0.5,206
Sửa chữa và bảo dưỡng ô tô,3,1.0338443781934068,6,0,1.0,200
Sửa chữa và bảo dưỡng TV,7,2.4923558825159193,10,0,0.0,108
Sửa chữa và bảo dưỡng máy giặt,27,26.596523549215423,1,0,1.0,153
Sửa chữa và bảo dưỡng máy tính,37,3.335699797724102,0,0,0.0,120
Sửa chữa và bảo dưỡng hệ thống nước,9,7.33271640159327,1,0,0.5,127
Sửa chữa và bảo dưỡng điện thoại,10,27.886629082422065,17,1,1.0,70
Sửa chữa và bảo dưỡng TV,4,15.706997098505788,20,0,0.0,72
Sửa chữa và bảo dưỡng máy giặt,6,4.819467276676785,19,1,0.0,120
Sửa chữa và bảo dưỡng TV,2,0.9953110163335707,22,0,0.0,115
Sửa chữa và bảo dưỡng laptop,21,0.3403610588121295,21,0,1.0,168
Sửa chữa và bảo dưỡng máy in,24,0.9982832535091869,20,0,0.5,134
Sửa chữa và bảo dưỡng máy in,15,7.283602349227374,16,1,1.0,123
Sửa chữa và bảo dưỡng điện thoại,31,1.403967369765672,23,0,0.5,131
Sửa chữa và bảo dưỡng điện thoại,11,25.86032783996694,12,0,0.5,59
Sửa chữa và bảo dưỡng laptop,12,21.723576794045545,12,0,0.0,84
Sửa chữa và bảo dưỡng máy in,31,1.0900923860411127,14,1,0.0,150
Sửa chữa và bảo dưỡng ô tô,21,14.611028329197106,7,1,1.0,245
Sửa chữa và bảo dưỡng điện thoại,8,0.39875548620405876,10,0,0.0,91
Sửa chữa và bảo dưỡng xe máy,8,4.338405031354075,21,0,1.0,90
Sửa chữa và bảo dưỡng xe máy,38,0.7404975504675712,20,0,1.0,179
Sửa chữa và bảo dưỡng máy giặt,10,1.7843283726277384,22,0,1.0,142
Sửa chữa và bảo dưỡng TV,8,3.383344222947271,7,1,0.0,123
Sửa chữa và bảo dưỡng TV,16,25.412917997700344,11,0,0.5,130
Sửa chữa và bảo dưỡng máy lạnh,7,17.425142464609134,8,1,0.0,117
Sửa chữa và bảo dưỡng điện thoại,23,0.9886436557145454,1,0,0.5,129
Sửa chữa và bảo dưỡng ô tô,9,2.4238417016308498,8,1,0.0,201
Sửa chữa và bảo dưỡng tủ lạnh,27,28.559780351546234,1,0,1.0,151
Sửa chữa và bảo dưỡng quạt điện,29,19.468554872402997,3,0,0.5,76
Sửa chữa và bảo dưỡng tủ lạnh,25,7.758973040891644,20,0,0.5,166
Sửa chữa và bảo dưỡng máy tính,12,1.849144397418002,1,0,0.0,88
Sửa chữa và bảo dưỡng nồi cơm điện,16,11.836904995994416,10,0,0.0,55
Sửa chữa và bảo dưỡng điện dân dụng,21,4.057303089260999,8,1,0.5,131
Sửa chữa và bảo dưỡng máy lạnh,29,4.410447885637867,21,0,0.0,193
Sửa chữa và bảo dưỡng ô tô,29,3.5494075624134496,14,1,0.5,241
Sửa chữa và bảo dưỡng tủ lạnh,25,4.156410122522898,6,0,0.5,364
Sửa chữa và bảo dưỡng quạt điện,4,2.401535120902417,5,0,1.0,61
Sửa chữa và bảo dưỡng xe máy,4,3.9166652344796375,15,1,1.0,107
Sửa chữa và bảo dưỡng ô tô,39,9.723617993397431,9,1,0.0,269
Sửa chữa và bảo dưỡng hệ thống nước,32,2.2543876068834408,9,1,0.0,194
Sửa chữa và bảo dưỡng nồi cơm điện,5,5.022471218143251,22,0,0.5,57
Sửa chữa và bảo dưỡng nồi cơm điện,19,4.539647686791046,18,1,1.0,95
Sửa chữa và bảo dưỡng quạt điện,33,4.108239610963151,11,0,0.5,109
Sửa chữa và bảo dưỡng tủ lạnh,27,4.249171510079066,19,1,1.0,180
Sửa chữa và bảo dưỡng quạt điện,15,2.6563871902615106,17,1,0.5,85
Sửa chữa và bảo dưỡng nồi cơm điện,23,8.560259678969382,8,1,0.5,83
Sửa chữa và bảo dưỡng TV,8,0.5276444745904829,19,1,0.5,148
Sửa chữa và bảo dưỡng lò vi sóng,30,20.248478537213074,20,0,1.0,120
Sửa chữa và bảo dưỡng máy in,14,8.519626172585337,23,0,0.5,81
Sửa chữa và bảo dưỡng máy in,15,1.101726617235662,9,1,1.0,116
Sửa chữa và bảo dưỡng hệ thống nước,3,2.9285441991847643,9,1,0.5,137
Sửa chữa và bảo dưỡng máy in,12,0.967010353671783,21,0,1.0,118
Sửa chữa và bảo dưỡng máy lạnh,19,20.05931000296398,18,1,0.5,181
Sửa chữa và bảo dưỡng quạt điện,23,0.40084765687849533,18,1,0.0,100
Sửa chữa và bảo dưỡng tủ lạnh,33,3.6405171618569567,4,0,1.0,197
Sửa chữa và bảo dưỡng hệ thống nước,1,7.900539033928789,17,1,0.5,106
Sửa chữa và bảo dưỡng tủ lạnh,1,6.174280299658773,22,0,1.0,127
Sửa chữa và bảo dưỡng quạt điện,19,23.441394908758816,1,0,1.0,57
Sửa chữa và bảo dưỡng xe máy,27,21.713802028811454,23,0,0.5,118
Sửa chữa và bảo dưỡng nồi cơm điện,8,15.890640389432129,7,1,0.5,45
Sửa chữa và bảo dưỡng tủ lạnh,21,7.433710367725469,17,1,0.0,143
Sửa chữa và bảo dưỡng ô tô,32,7.8483131975445755,12,0,0.0,222
Sửa chữa và bảo dưỡng nồi cơm điện,18,0.8752360447667422,11,0,0.5,102
Sửa chữa và bảo dưỡng quạt điện,9,24.70039504251278,8,1,0.5,46
Sửa chữa và bảo dưỡng quạt điện,26,6.1125108989126336,5,0,0.0,83
Sửa chữa và bảo dưỡng điện thoại,26,1.083019034452997,19,1,0.5,122
Sửa chữa và bảo dưỡng xe máy,18,25.160217519345455,21,0,0.5,110
Sửa chữa và bảo dưỡng quạt điện,27,0.43616078664265867,15,1,0.0,111
Sửa chữa và bảo dưỡng xe máy,5,11.494802700579944,11,0,0.5,51
Sửa chữa và bảo dưỡng hệ thống nước,39,2.4371191724770918,23,0,0.5,209
Sửa chữa và bảo dưỡng điện thoại,4,4.586743731049157,11,0,0.0,53
Sửa chữa và bảo dưỡng xe máy,16,7.5141610899440385,6,0,1.0,109
Sửa chữa và bảo dưỡng điện thoại,4,24.363925091006355,9,1,0.5,62
Sửa chữa và bảo dưỡng xe máy,18,16.07158852172121,21,0,0.0,93
Sửa chữa và bảo dưỡng ô tô,23,3.3775759903077907,20,0,0.5,221
Sửa chữa và bảo dưỡng xe máy,1,0.845192051414514,19,1,1.0,112
Sửa chữa và bảo dưỡng xe máy,5,3.917652266514612,3,0,0.5,70
Sửa chữa và bảo dưỡng máy tính,8,3.627454590616608,4,0,0.0,77
Sửa chữa và bảo dưỡng ô tô,5,7.034286108280527,17,1,0.5,181
Sửa chữa và bảo dưỡng máy lạnh,2,23.30364481284976,7,1,0.5,124
Sửa chữa và bảo dưỡng laptop,17,4.720878064180323,8,1,1.0,150
Sửa chữa và bảo dưỡng lò vi sóng,16,12.452449412417486,12,0,0.0,79
Sửa chữa và bảo dưỡng máy giặt,7,2.2965500372107095,8,1,0.5,162
Sửa chữa và bảo dưỡng ô tô,6,15.981481660318385,15,1,0.0,204
Sửa chữa và bảo dưỡng laptop,20,15.328406153628926,3,0,0.5,113
Sửa chữa và bảo dưỡng quạt điện,11,1.5352143621087548,2,0,0.0,60
Sửa chữa và bảo dưỡng tủ lạnh,23,27.20319420416164,21,0,0.0,152
Sửa chữa và bảo dưỡng máy in,37,8.550072813670972,3,0,1.0,138
Sửa chữa và bảo dưỡng hệ thống nước,26,1.1456924629275929,18,1,0.5,162
Sửa chữa và bảo dưỡng hệ thống nước,6,2.4971003036100896,12,0,1.0,118
Sửa chữa và bảo dưỡng điện thoại,26,27.51315179166408,8,1,0.0,101
Sửa chữa và bảo dưỡng ô tô,16,24.448308755133155,0,0,0.0,201
Sửa chữa và bảo dưỡng lò vi sóng,15,23.06762342293242,1,0,1.0,103
Sửa chữa và bảo dưỡng TV,36,1.0617785851331458,14,1,0.0,115
Sửa chữa và bảo dưỡng laptop,11,20.57332015837099,4,0,0.5,100
Sửa chữa và bảo dưỡng laptop,19,6.3091841881218835,2,0,0.0,124
Sửa chữa và bảo dưỡng máy in,13,26.674951665781094,12,0,0.0,74
Sửa chữa và bảo dưỡng điện thoại,19,0.7945141014998639,17,1,1.0,134
Sửa chữa và bảo dưỡng máy in,36,4.676583550291583,7,1,0.5,147
Sửa chữa và bảo dưỡng quạt điện,27,9.485336901667281,5,0,1.0,83
Sửa chữa và bảo dưỡng ô tô,11,19.515611303333735,0,0,0.0,191
Sửa chữa và bảo dưỡng hệ thống nước,13,29.214867178752872,1,0,0.0,105
Sửa chữa và bảo dưỡng máy giặt,1,3.5966229485643897,17,1,0.0,117
Sửa chữa và bảo dưỡng xe máy,9,0.4981024369961633,17,1,1.0,126
Sửa chữa và bảo dưỡng máy tính,21,3.2794353339683258,1,0,1.0,108
Sửa chữa và bảo dưỡng máy giặt,10,8.109826593755454,1,0,0.5,116
Sửa chữa và bảo dưỡng máy tính,28,2.413625403036887,16,1,0.5,142
Sửa chữa và bảo dưỡng laptop,11,6.617326806134344,1,0,0.5,112
Sửa chữa và bảo dưỡng máy in,27,4.435358742769375,4,0,0.5,124
Sửa chữa và bảo dưỡng TV,24,1.4445650425020156,22,0,0.5,157
Sửa chữa và bảo dưỡng điện dân dụng,19,5.063144512577283,2,0,0.5,130
Sửa chữa và bảo dưỡng ô tô,1,2.3607358001265433,1,0,0.0,159
Sửa chữa và bảo dưỡng máy tính,1,8.492736399115877,2,0,0.0,37
Sửa chữa và bảo dưỡng ô tô,6,29.089726117909073,4,0,0.5,174
Sửa chữa và bảo dưỡng quạt điện,11,5.42494871246512,17,1,1.0,74
Sửa chữa và bảo dưỡng điện thoại,33,2.7983664688375454,5,0,0.0,120
Sửa chữa và bảo dưỡng tủ lạnh,2,21.647383189870126,18,1,0.5,115
Sửa chữa và bảo dưỡng ô tô,3,2.030671849766473,22,0,1.0,201
Sửa chữa và bảo dưỡng xe máy,9,2.063413000898794,3,0,1.0,116
Sửa chữa và bảo dưỡng điện thoại,5,17.22932880880769,5,0,0.5,54
Sửa chữa và bảo dưỡng máy in,37,4.6424110259803735,1,0,0.5,138
Sửa chữa và bảo dưỡng máy tính,23,6.581316308966058,4,0,1.0,110
Sửa chữa và bảo dưỡng điện dân dụng,10,5.306267442848888,7,1,0.0,100
Sửa chữa và bảo dưỡng hệ thống nước,6,26.53003862615977,9,1,1.0,122
Sửa chữa và bảo dưỡng máy in,13,7.989047277914742,17,1,0.5,105
Sửa chữa và bảo dưỡng máy tính,16,2.682333542634418,19,1,0.5,117
Sửa chữa và bảo dưỡng máy in,39,24.849813837690775,7,1,1.0,150
Sửa chữa và bảo dưỡng máy tính,21,29.471104968406998,9,1,0.5,98
Sửa chữa và bảo dưỡng xe máy,2,29.04205306289626,7,1,1.0,69
Sửa chữa và bảo dưỡng điện thoại,45,2.5209781791131483,18,1,0.0,162
Sửa chữa và bảo dưỡng điện dân dụng,16,20.14251454691762,12,0,0.5,104
Sửa chữa và bảo dưỡng nồi cơm điện,20,7.876853252727151,0,0,0.0,76
Sửa chữa và bảo dưỡng hệ thống nước,16,6.937415887109415,10,0,1.0,146
Sửa chữa và bảo dưỡng ô tô,4,5.450233836515784,20,0,0.0,186
Sửa chữa và bảo dưỡng laptop,5,6.615002839791626,9,1,1.0,127
Sửa chữa và bảo dưỡng máy lạnh,2,0.44450628038760565,21,0,0.5,164
Sửa chữa và bảo dưỡng nồi cơm điện,13,2.0239331102574063,20,0,0.0,74
Sửa chữa và bảo dưỡng máy lạnh,11,1.425655027117287,21,0,0.5,167
Sửa chữa và bảo dưỡng laptop,28,11.077344289522662,19,1,0.0,120
Sửa chữa và bảo dưỡng lò vi sóng,17,6.843649912569259,8,1,1.0,127
Sửa chữa và bảo dưỡng máy giặt,12,4.684126838228515,3,0,0.0,128
Sửa chữa và bảo dưỡng điện dân dụng,11,2.901135161713091,21,0,0.0,104
Sửa chữa và bảo dưỡng tủ lạnh,11,0.9798543510349493,9,1,0.0,149
Sửa chữa và bảo dưỡng quạt điện,21,14.21822974729516,20,0,1.0,72
Sửa chữa và bảo dưỡng xe máy,12,6.474190905495114,1,0,1.0,112
Sửa chữa và bảo dưỡng quạt điện,4,6.489952202104414,12,0,0.0,30
